ID,P0,P1,P2,P3,P4,P5,P6,v1,v2,v3
2706,24,0.15,0.08,8,0.7,27,23,8678.63,342.5,3013.27
2707,26,0.05,0.11,11,0.9,28,18,6083.41,28,2448.82
2708,24,0.15,0.08,8,0.7,27,18,8611.91,366,2992.83
2709,26,0.05,0.11,11,0.9,28,13,6081.33,28,2448.23
2710,23,0.15,0.05,2,0.9,25,23,10434.23,583,3212.44
2711,23,0.15,0.05,2,0.9,25,28,10937.54,465.5,3371.03
2712,24,0.15,0.08,8,0.7,27,13,8610.78,366,2992.48
2713,24,0.2,0.08,5,0.6,27,13,8929.04,428,2849.99
2714,26,0.05,0.05,2,0.8,28,23,7653.91,100.5,2315.51
2715,26,0.05,0.05,2,0.8,28,18,7518.99,114,2276.73
2716,26,0.05,0.05,2,0.8,28,28,7967.66,56.5,2403.79
2717,26,0.1,0.11,8,0.8,28,28,6956.77,3.5,2476.31
2718,25,0.1,0.08,2,0.9,28,13,7132.38,145.5,2177.65
2719,26,0.1,0.11,8,0.8,28,23,6618.34,40.5,2383.51
2720,26,0.05,0.05,2,0.8,28,13,7517.96,114,2276.45
2721,26,0.1,0.11,8,0.8,28,18,6423.17,49,2323.06
2722,25,0.1,0.08,2,0.9,28,23,7488.6,142.5,2285.55
2723,26,0.1,0.11,8,0.8,28,13,6421.82,49,2322.67
2724,25,0.1,0.08,2,0.9,28,18,7134.19,145.5,2178.17
2725,24,0.2,0.08,5,0.6,27,18,8929.89,428,2850.25
2726,24,0.2,0.08,5,0.6,27,23,8920.28,393,2848.31
2727,25,0.1,0.08,2,0.9,28,28,7934.27,44,2412.38
2728,24,0.2,0.08,5,0.6,27,28,9093.45,305.5,2900.23
2729,26,0.15,0.11,5,0.7,28,13,6758.64,76.5,2193.15
2730,26,0.15,0.11,5,0.7,28,18,6759.55,76.5,2193.4
2731,26,0.15,0.11,5,0.7,28,23,6835.14,67.5,2214.55
2732,26,0.15,0.11,5,0.7,28,28,7067.78,25.5,2281.24
2733,26,0.2,0.11,2,0.6,28,13,7058.3,117.5,2052.95
2734,22,0.15,0.05,8,0.9,27,13,11301.63,695.5,3942.34
2735,26,0.2,0.11,2,0.6,28,18,7058.97,117.5,2053.13
2736,26,0.2,0.11,2,0.6,28,23,7056.45,99.5,2052.09
2737,26,0.2,0.11,2,0.6,28,28,7214.66,60.5,2096.72
2738,25,0.05,0.05,11,0.7,26,28,8896.01,47,3281.77
2739,25,0.05,0.05,11,0.7,26,23,8652.52,76,3210.35
2740,25,0.05,0.05,11,0.7,26,18,8607.06,89,3196.31
2741,25,0.05,0.05,11,0.7,26,13,8606.28,89,3196.07
2742,22,0.15,0.05,8,0.9,27,23,11602.2,679,4035.57
2743,22,0.15,0.05,8,0.9,27,18,11303.81,695,3943.09
2744,22,0.15,0.05,8,0.9,27,28,12144.45,595.5,4218.5
2745,26,0.1,0.08,5,0.8,25,23,7034.28,69.5,2306.35
2746,26,0.1,0.08,5,0.8,25,18,6854.14,78,2255.66
2747,26,0.1,0.08,5,0.8,25,28,7357.2,21,2399.05
2748,26,0.1,0.08,5,0.8,25,13,6852.92,78.5,2255.31
2749,26,0.15,0.08,2,0.7,25,28,7484.31,55.5,2209.74
2750,26,0.15,0.08,2,0.7,25,23,7264.19,96.5,2147.34
2751,24,0.2,0.14,5,0.9,28,28,8691.78,205,2784.75
2752,26,0.15,0.08,2,0.7,25,18,7202.35,113.5,2130.19
2753,26,0.15,0.08,2,0.7,25,13,7201.5,114,2129.96
2754,24,0.05,0.08,14,0.9,27,18,8055.54,275,3284.79
2755,24,0.05,0.08,14,0.9,27,13,8053.41,275.5,3284.1
2756,24,0.05,0.08,14,0.9,27,28,8937.97,140.5,3553.08
2757,24,0.05,0.08,14,0.9,27,23,8463.4,280,3401.03
2758,23,0.15,0.08,14,0.8,26,23,9733.5,484,3779.13
2759,23,0.15,0.08,14,0.8,26,18,9552.2,501.5,3723.96
2760,23,0.15,0.08,14,0.8,26,13,9550.43,501.5,3723.36
2761,26,0.05,0.11,11,0.9,28,28,6976.29,0,2705.2
2762,23,0.15,0.08,14,0.8,26,28,10122.76,401.5,3907.22
2763,24,0.1,0.08,11,0.8,27,23,8475.86,309,3185.76
2764,24,0.1,0.08,11,0.8,27,18,8285.68,316,3130.57
2765,24,0.1,0.08,11,0.8,27,13,8284.11,316.5,3130.08
2766,24,0.1,0.08,11,0.8,27,28,8853.54,184.5,3302.55
2767,25,0.15,0.11,11,0.9,25,23,7813.96,52.5,2916.25
2768,25,0.15,0.11,11,0.9,25,18,7467.39,51,2809.71
2769,23,0.2,0.05,2,0.6,25,23,10634.74,600.5,3230.35
2770,25,0.15,0.11,11,0.9,25,28,8338.75,1,3067.93
2771,23,0.2,0.05,2,0.6,25,28,10803.04,556,3281.69
2772,23,0.2,0.05,2,0.6,25,13,10661.65,628.5,3237.23
2773,23,0.2,0.05,2,0.6,25,18,10662.46,628.5,3237.48
2774,25,0.15,0.11,11,0.9,25,13,7465.3,51,2809.08
2775,23,0.2,0.11,14,0.8,28,13,9407.82,497,3630.08
2776,23,0.2,0.11,14,0.8,28,18,9409.72,497,3630.73
2777,23,0.2,0.11,14,0.8,28,23,9603.03,484,3689.17
2778,25,0.2,0.11,8,0.8,25,23,8091.9,82,2757.24
2779,25,0.2,0.11,8,0.8,25,28,8441.19,14.5,2862.54
2780,25,0.2,0.11,8,0.8,25,13,7896.73,80,2701.46
2781,25,0.2,0.11,8,0.8,25,18,7898.21,80,2701.9
2782,26,0.15,0.14,2,0.9,27,23,6513.93,81,1941.82
2783,26,0.15,0.14,2,0.9,27,28,6971.95,4,2063.7
2784,26,0.15,0.14,2,0.9,27,13,6129.34,83.5,1822.89
2785,26,0.15,0.14,2,0.9,27,18,6131.09,83.5,1823.38
2786,26,0.2,0.11,11,0.6,28,28,7662.39,10,2798.85
2787,26,0.05,0.05,5,0.6,27,23,7590.06,91.5,2487.67
2788,26,0.05,0.05,5,0.6,27,18,7623.04,103.5,2496.7
2789,26,0.05,0.05,5,0.6,27,13,7622.52,103.5,2496.55
2790,22,0.2,0.05,5,0.8,27,18,11578.9,730.5,3797.55
2791,22,0.2,0.05,5,0.8,27,13,11577.27,730.5,3797
2792,26,0.15,0.11,14,0.7,28,23,7294.54,11.5,2920.69
2793,26,0.15,0.11,14,0.7,28,28,7547.64,0,2995.52
2794,22,0.05,0.14,5,0.6,26,13,7591.03,764,2687.16
2795,22,0.2,0.05,5,0.8,27,28,12106.16,640.5,3970.04
2796,22,0.05,0.14,5,0.6,26,18,7592.24,764,2687.59
2797,22,0.2,0.05,5,0.8,27,23,11740.52,705,3848.06
2798,22,0.05,0.14,5,0.6,26,23,7623.55,748,2701.23
2799,22,0.05,0.14,5,0.6,26,28,7799.75,699,2758.94
2800,26,0.05,0.05,5,0.6,27,28,7751.87,67,2532.72
2801,25,0.2,0.08,14,0.6,26,18,8801.48,59.5,3348
2802,25,0.2,0.08,14,0.6,26,13,8800.69,59,3347.76
2803,25,0.2,0.08,14,0.6,26,28,8977.77,28,3402.88
2804,25,0.2,0.08,14,0.6,26,23,8797.83,46.5,3348.86
2805,24,0.1,0.08,2,0.9,25,28,8548.82,216,2636.11
2806,24,0.1,0.08,2,0.9,25,18,7709.71,422.5,2384.88
2807,24,0.1,0.08,2,0.9,25,23,8082.96,424,2497.91
2808,24,0.1,0.08,2,0.9,25,13,7707.74,423,2384.29
2809,24,0.1,0.05,14,0.6,28,18,9734.89,288.5,3741.98
2810,24,0.1,0.05,14,0.6,28,13,9734.15,288.5,3741.75
2811,24,0.1,0.05,14,0.6,28,28,9888.71,194,3791.96
2812,24,0.1,0.05,14,0.6,28,23,9706.19,265.5,3736.82
2813,23,0.2,0.11,14,0.8,28,28,10003.01,398,3821.94
2814,25,0.15,0.08,14,0.7,26,18,8355.07,52.5,3258.4
2815,25,0.15,0.08,14,0.7,26,13,8354.01,52,3258.08
2816,25,0.15,0.08,14,0.7,26,28,8677.1,14,3355.97
2817,25,0.15,0.08,14,0.7,26,23,8424.11,42,3279.45
2818,24,0.1,0.05,11,0.8,28,28,10113.79,154.5,3666.24
2819,24,0.1,0.05,11,0.8,28,23,9757.97,270.5,3556.98
2820,24,0.1,0.05,11,0.8,28,18,9587.09,287.5,3507.37
2821,24,0.1,0.05,11,0.8,28,13,9585.72,287.5,3506.94
2822,25,0.2,0.08,11,0.6,26,23,8634.85,65.5,3108.28
2823,25,0.2,0.08,11,0.6,26,18,8641.57,79,3108.89
2824,25,0.2,0.08,11,0.6,26,13,8640.8,78,3108.66
2825,25,0.2,0.08,11,0.6,26,28,8810.93,41,3160.54
2826,24,0.15,0.05,8,0.7,28,28,10099.2,207,3437.03
2827,24,0.15,0.05,8,0.7,28,23,9860.97,306.5,3364.53
2828,24,0.15,0.05,8,0.7,28,18,9811.99,331.5,3349.43
2829,24,0.15,0.05,8,0.7,28,13,9811.05,332,3349.14
2830,26,0.2,0.14,11,0.8,27,13,7139.48,20.5,2649.08
2831,24,0.2,0.05,5,0.6,28,28,10268.23,266.5,3249.66
2832,24,0.2,0.05,5,0.6,28,23,10103.6,356,3200.61
2833,24,0.2,0.05,5,0.6,28,18,10128.39,389.5,3207.21
2834,24,0.2,0.05,5,0.6,28,13,10127.68,390,3206.99
2835,22,0.15,0.08,8,0.9,26,28,10716.14,603,3784.91
2836,22,0.15,0.08,8,0.9,26,18,9752.46,710,3476.24
2837,22,0.15,0.08,8,0.9,26,23,10144.33,698,3590.8
2838,26,0.15,0.11,14,0.7,28,13,7213.69,17.5,2897.06
2839,26,0.2,0.14,8,0.8,27,28,7532.35,0,2570.83
2840,26,0.2,0.14,8,0.8,27,23,7191.12,32,2470.61
2841,26,0.15,0.11,14,0.7,28,18,7214.73,17.5,2897.37
2842,22,0.15,0.08,8,0.9,26,13,9749.98,710,3475.38
2843,24,0.2,0.05,2,0.6,28,28,10115.51,301.5,3012.93
2844,24,0.2,0.05,2,0.6,28,23,9954.05,395.5,2965.23
2845,24,0.05,0.05,8,0.8,26,13,9127.75,317.5,3205.09
2846,22,0.2,0.08,5,0.8,26,23,10419.86,721.5,3431.14
2847,24,0.05,0.05,8,0.8,26,18,9129.03,315.5,3205.49
2848,24,0.05,0.05,8,0.8,26,23,9267.95,295,3247.49
2849,22,0.2,0.08,5,0.8,26,28,10803.68,646,3560.11
2850,26,0.2,0.11,11,0.6,28,23,7489.6,31,2748.53
2851,26,0.15,0.14,11,0.9,27,23,6950.9,12.5,2637.25
2852,26,0.15,0.14,11,0.9,27,18,6579.41,16,2525.26
2853,26,0.2,0.11,11,0.6,28,18,7485.02,42.5,2746.41
2854,26,0.2,0.11,11,0.6,28,13,7484.29,42,2746.19
2855,26,0.15,0.14,11,0.9,27,28,7449.96,0,2777.06
2856,22,0.2,0.08,5,0.8,26,13,10237.35,741.5,3374.27
2857,24,0.05,0.05,8,0.8,26,28,9616.3,177.5,3353.76
2858,22,0.2,0.08,5,0.8,26,18,10239.19,741.5,3374.89
2859,24,0.2,0.05,2,0.6,28,18,9980.98,435,2972.85
2860,24,0.2,0.05,2,0.6,28,13,9980.27,435,2972.64
2861,24,0.1,0.05,5,0.7,26,13,9285.98,367,3034.16
2862,23,0.05,0.05,11,0.9,25,13,9914.25,507.5,3699.51
2863,24,0.1,0.05,5,0.7,26,18,9286.94,367,3034.45
2864,23,0.05,0.05,11,0.9,25,23,10237.43,497.5,3794.8
2865,24,0.1,0.05,5,0.7,26,23,9329.91,344,3047.8
2866,23,0.05,0.05,11,0.9,25,18,9916.24,508,3700.16
2867,24,0.1,0.05,5,0.7,26,28,9572.55,232,3120.19
2868,26,0.2,0.14,11,0.8,27,28,7694.89,0,2810.4
2869,26,0.2,0.14,11,0.8,27,23,7343.54,13,2706.12
2870,26,0.2,0.14,11,0.8,27,18,7140.92,21.5,2649.5
2871,25,0.15,0.11,14,0.9,25,28,8516.08,0,3314.55
2872,23,0.05,0.05,11,0.9,25,28,10756.58,400.5,3963.27
2873,25,0.15,0.11,14,0.9,25,23,7978.88,34.5,3156.71
2874,25,0.15,0.11,14,0.9,25,18,7636.7,36,3052.97
2875,25,0.15,0.11,14,0.9,25,13,7634.57,36,3052.31
2876,24,0.15,0.05,2,0.6,26,18,9466.12,435,2864.74
2877,23,0.1,0.05,8,0.8,25,18,10168.79,548,3551.18
2878,23,0.1,0.05,8,0.8,25,13,10167.35,547.5,3550.71
2879,24,0.15,0.05,2,0.6,26,23,9440.45,395.5,2857.38
2880,24,0.15,0.05,2,0.6,26,28,9603.21,301.5,2905.36
2881,23,0.1,0.05,8,0.8,25,28,10703.68,447,3717.6
2882,23,0.1,0.05,8,0.8,25,23,10338.86,524.5,3601.87
2883,24,0.15,0.05,2,0.6,26,13,9465.41,435,2864.53
2884,26,0.15,0.14,14,0.9,27,28,7624.29,0,3021.29
2885,25,0.2,0.11,11,0.8,25,18,8056.23,58,2940.23
2886,25,0.2,0.11,11,0.8,25,23,8249.46,54,2995.52
2887,26,0.15,0.14,14,0.9,27,23,7110.51,6,2874.71
2888,25,0.2,0.11,11,0.8,25,28,8607.7,6,3104.65
2889,26,0.15,0.14,14,0.9,27,18,6745.04,7.5,2766.06
2890,26,0.15,0.14,14,0.9,27,13,6743,7,2765.45
2891,25,0.2,0.11,11,0.8,25,13,8054.71,57.5,2939.77
2892,25,0.05,0.08,8,0.9,26,18,7110.74,78.5,2579.1
2893,23,0.15,0.05,5,0.7,25,28,10667.78,495.5,3479.85
2894,25,0.05,0.08,8,0.9,26,13,7108.95,78.5,2578.56
2895,23,0.15,0.05,5,0.7,25,18,10373.23,586.5,3387.43
2896,25,0.05,0.08,8,0.9,26,28,7954.16,14,2825.88
2897,23,0.2,0.11,5,0.9,26,28,9690.79,433,3140.02
2898,25,0.05,0.08,8,0.9,26,23,7518.96,79.5,2696.36
2899,23,0.15,0.05,5,0.7,25,23,10414.65,566,3401.51
2900,26,0.2,0.14,14,0.7,25,28,7659.58,0,2993.6
2901,23,0.2,0.11,5,0.9,26,23,9164.07,573,2968.56
2902,23,0.15,0.05,5,0.7,25,13,10372.14,586.5,3387.09
2903,23,0.2,0.11,5,0.9,26,18,8792.64,583,2858.97
2904,23,0.2,0.11,5,0.9,26,13,8790.3,582.5,2858.21
2905,25,0.1,0.08,5,0.8,26,28,7900.73,45,2591.37
2906,26,0.2,0.11,5,0.7,26,23,7308.47,67.5,2313.92
2907,26,0.2,0.11,5,0.7,26,28,7538.31,25.5,2380.01
2908,25,0.1,0.08,5,0.8,26,18,7382.75,115.5,2439.89
2909,25,0.1,0.08,5,0.8,26,23,7562.28,103,2491.41
2910,26,0.2,0.11,5,0.7,26,13,7231.17,76.5,2292.33
2911,26,0.2,0.11,5,0.7,26,18,7232.12,76.5,2292.6
2912,26,0.2,0.14,14,0.7,25,23,7404.19,6.5,2917.32
2913,25,0.1,0.08,5,0.8,26,13,7381.39,116,2439.49
2914,26,0.2,0.14,14,0.7,25,18,7316.3,11.5,2891.77
2915,26,0.2,0.14,14,0.7,25,13,7315.12,11.5,2891.43
2916,23,0.15,0.05,14,0.6,27,28,10998.98,451.5,4162.01
2917,24,0.05,0.05,11,0.9,28,13,9189.4,274.5,3416.9
2918,24,0.05,0.05,11,0.9,28,18,9191.23,273,3417.47
2919,25,0.15,0.08,2,0.7,26,23,7805.29,149,2332.96
2920,22,0.2,0.08,8,0.9,28,23,10665.2,698,3700.21
2921,23,0.15,0.05,14,0.6,27,18,10840.12,512,4106.98
2922,25,0.15,0.08,2,0.7,26,28,8035.76,78.5,2400.05
2923,22,0.2,0.08,8,0.9,28,28,11219.24,603,3890.55
2924,23,0.15,0.05,14,0.6,27,23,10809.89,491.5,4102.86
2925,24,0.05,0.05,11,0.9,28,23,9509.03,266,3509.44
2926,24,0.05,0.05,11,0.9,28,28,10007.35,131.5,3664.16
2927,22,0.2,0.08,8,0.9,28,13,10308.69,710,3592.69
2928,22,0.2,0.08,8,0.9,28,18,10311.19,710,3593.55
2929,25,0.15,0.08,2,0.7,26,13,7741.57,169.5,2314.79
2930,23,0.15,0.05,14,0.6,27,13,10839.28,511.5,4106.7
2931,25,0.15,0.08,2,0.7,26,18,7742.54,169.5,2315.07
2932,24,0.1,0.05,8,0.8,28,13,9420.47,317.5,3265.97
2933,24,0.1,0.05,8,0.8,28,18,9421.78,315.5,3266.37
2934,24,0.1,0.05,8,0.8,28,23,9592.56,295,3315.78
2935,24,0.1,0.05,8,0.8,28,28,9942.7,177.5,3422.39
2936,24,0.2,0.14,5,0.9,28,23,8128.77,404,2623.41
2937,24,0.2,0.14,5,0.9,28,18,7798.98,398.5,2514.53
2938,24,0.2,0.14,5,0.9,28,13,7796.76,399.5,2513.85
2939,26,0.05,0.11,8,0.9,28,18,5920.42,47,2211.07
2940,26,0.05,0.11,8,0.9,28,13,5918.57,47,2210.54
2941,26,0.05,0.11,8,0.9,28,28,6803.87,0,2464.08
2942,26,0.05,0.11,8,0.9,28,23,6374.03,37,2339.6
2943,24,0.15,0.05,5,0.7,28,23,9704.56,344,3126.51
2944,24,0.15,0.05,5,0.7,28,18,9657.22,367,3112.24
2945,23,0.05,0.05,14,0.9,25,28,10939.88,382.5,4215.15
2946,23,0.05,0.05,14,0.9,25,23,10413.95,474,4042.93
2947,24,0.15,0.05,5,0.7,28,28,9938.14,231.5,3197
2948,26,0.1,0.11,5,0.8,28,13,6272.91,70,2089.68
2949,26,0.1,0.11,5,0.8,28,23,6469.66,63,2150.94
2950,23,0.05,0.05,14,0.9,25,18,10093.1,488.5,3948.69
2951,23,0.05,0.05,14,0.9,25,13,10091.07,488.5,3948.01
2952,26,0.1,0.11,5,0.8,28,18,6274.21,70,2090.05
2953,24,0.15,0.05,5,0.7,28,13,9656.24,367,3111.95
2954,26,0.1,0.11,5,0.8,28,28,6799.19,11,2239.86
2955,26,0.15,0.11,2,0.7,28,18,6621.8,107.5,1964.21
2956,26,0.15,0.11,2,0.7,28,13,6620.89,107.5,1963.96
2957,26,0.15,0.11,2,0.7,28,28,6921.78,47,2048.91
2958,26,0.15,0.11,2,0.7,28,23,6695.42,90.5,1984.62
2959,22,0.2,0.08,11,0.9,28,18,10493.15,690,3847.2
2960,22,0.2,0.08,11,0.9,28,23,10844.36,678.5,3952.42
2961,22,0.2,0.08,11,0.9,28,28,11409.45,586,4148.27
2962,22,0.2,0.08,11,0.9,28,13,10490.59,690.5,3846.3
2963,24,0.05,0.05,14,0.9,28,23,9678.7,244,3752.82
2964,24,0.05,0.05,14,0.9,28,28,10185.16,116.5,3911.35
2965,24,0.05,0.05,14,0.9,28,13,9359.8,247,3660.72
2966,24,0.05,0.05,14,0.9,28,18,9361.69,246,3661.32
2967,24,0.1,0.08,14,0.9,26,28,9255.37,140.5,3619.82
2968,24,0.1,0.08,14,0.9,26,23,8744.51,280,3460.17
2969,23,0.2,0.08,14,0.8,27,13,10086.86,501.5,3836.01
2970,23,0.2,0.08,14,0.8,27,18,10088.64,501.5,3836.61
2971,24,0.1,0.08,14,0.9,26,18,8381.96,275,3353.4
2972,23,0.2,0.08,14,0.8,27,23,10271.02,484,3891.96
2973,24,0.1,0.08,14,0.9,26,13,8379.8,275.5,3352.71
2974,23,0.2,0.08,14,0.8,27,28,10657.41,401.5,4019.44
2975,24,0.15,0.08,11,0.8,26,13,8758.35,316.5,3229.68
2976,24,0.15,0.08,11,0.8,26,18,8759.92,316,3230.17
2977,24,0.15,0.08,11,0.8,26,23,8941.13,309,3283.47
2978,24,0.15,0.08,11,0.8,26,28,9306.4,184.5,3397.62
2979,24,0.2,0.08,8,0.7,26,13,9126.93,366,3100.83
2980,24,0.2,0.08,8,0.7,26,18,9128.06,366,3101.17
2981,23,0.1,0.05,2,0.9,25,28,10572.83,465.5,3294.33
2982,23,0.1,0.05,2,0.9,25,23,10071.23,583,3136.16
2983,24,0.2,0.08,8,0.7,26,23,9194.84,342.5,3121.62
2984,23,0.1,0.05,2,0.9,25,18,9761.81,601.5,3043.29
2985,24,0.2,0.08,8,0.7,26,28,9444.3,232.5,3198.24
2986,23,0.1,0.05,2,0.9,25,13,9759.91,602.5,3042.69
2987,25,0.1,0.11,11,0.9,27,18,6984.45,51,2708.96
2988,25,0.1,0.11,11,0.9,27,13,6982.35,51,2708.33
2989,25,0.1,0.11,11,0.9,27,28,7841.16,1,2963.45
2990,22,0.15,0.05,5,0.9,26,28,11962.47,615,3966
2991,25,0.1,0.11,11,0.9,27,23,7376.61,52.5,2824.43
2992,22,0.15,0.05,5,0.9,26,23,11426.53,698,3786.98
2993,22,0.15,0.05,5,0.9,26,18,11128.13,721.5,3694.23
2994,26,0.05,0.11,8,0.9,26,18,5918.91,47,2210.74
2995,22,0.15,0.05,5,0.9,26,13,11125.99,721.5,3693.5
2996,26,0.05,0.11,8,0.9,26,13,5917.06,47,2210.22
2997,26,0.05,0.11,8,0.9,26,28,6800.49,0,2463.37
2998,26,0.05,0.11,8,0.9,26,23,6372.41,37,2339.25
2999,25,0.15,0.11,8,0.8,27,13,7402.05,80,2597.63
3000,25,0.15,0.11,8,0.8,27,23,7595.5,82,2653.02
3001,25,0.15,0.11,8,0.8,27,18,7403.53,80,2598.07
3002,25,0.15,0.11,8,0.8,27,28,7948.64,14.5,2759.14
3003,26,0.1,0.11,5,0.8,26,13,6272.51,70,2089.59
3004,22,0.2,0.05,2,0.8,26,28,11934.39,661.5,3721.98
3005,22,0.2,0.05,2,0.8,26,23,11573.88,728.5,3602.86
3006,22,0.2,0.05,2,0.8,26,18,11411.89,745,3552.59
3007,26,0.1,0.11,5,0.8,26,23,6468.57,63,2150.71
3008,22,0.2,0.05,2,0.8,26,13,11410.19,745,3552.03
3009,26,0.1,0.11,5,0.8,26,18,6273.81,70,2089.96
3010,26,0.1,0.11,5,0.8,26,28,6797.2,11,2239.44
3011,25,0.2,0.14,2,0.9,26,18,7116.49,148,2091.73
3012,26,0.15,0.11,2,0.7,26,18,6621.78,107.5,1964.21
3013,25,0.2,0.14,2,0.9,26,23,7504.87,168.5,2202.43
3014,26,0.15,0.11,2,0.7,26,13,6620.87,107.5,1963.95
3015,25,0.2,0.14,2,0.9,26,28,7977.4,21,2343.84
3016,26,0.15,0.11,2,0.7,26,28,6920.88,47,2048.72
3017,26,0.15,0.11,2,0.7,26,23,6695.11,90.5,1984.55
3018,25,0.2,0.14,2,0.9,26,13,7114.54,149.5,2091.16
3019,23,0.1,0.05,11,0.8,26,23,10511.36,499,3847.67
3020,23,0.1,0.05,11,0.8,26,28,10881.73,422.5,3966.25
3021,23,0.1,0.05,11,0.8,26,13,10338.85,522,3796
3022,23,0.1,0.05,11,0.8,26,18,10340.34,522,3796.49
3023,24,0.05,0.08,11,0.9,27,28,8752.87,150.5,3302.85
3024,24,0.15,0.05,14,0.6,27,18,10094.27,288.5,3817.48
3025,22,0.2,0.08,14,0.8,25,18,10778.24,679.5,4131.81
3026,23,0.15,0.05,8,0.7,26,28,10839.3,471.5,3725.12
3027,24,0.15,0.05,14,0.6,27,13,10093.52,288.5,3817.24
3028,22,0.2,0.08,14,0.8,25,13,10776.27,679.5,4131.11
3029,24,0.05,0.08,11,0.9,27,13,7875.77,303,3037.39
3030,24,0.05,0.08,11,0.9,27,18,7877.85,302,3038.05
3031,22,0.2,0.08,14,0.8,25,28,11366.9,593.5,4329.9
3032,24,0.15,0.05,14,0.6,27,28,10252.94,194,3868.47
3033,22,0.2,0.08,14,0.8,25,23,10960.54,664,4189.39
3034,24,0.05,0.08,11,0.9,27,23,8290.34,305,3156.56
3035,24,0.15,0.05,14,0.6,27,23,10077.58,265.5,3814.84
3036,26,0.1,0.11,14,0.7,27,23,6836.7,11.5,2824.57
3037,26,0.1,0.11,14,0.7,27,28,7093.96,0,2900.28
3038,23,0.15,0.05,8,0.7,26,13,10538.25,559.5,3629.44
3039,26,0.1,0.11,14,0.7,27,13,6756.31,17.5,2801.04
3040,23,0.15,0.05,8,0.7,26,18,10539.33,559.5,3629.79
3041,23,0.15,0.05,8,0.7,26,23,10581.96,531.5,3644.73
3042,26,0.1,0.11,14,0.7,27,18,6757.36,17.5,2801.35
3043,25,0.15,0.11,14,0.9,26,23,7980.27,34.5,3157
3044,25,0.15,0.11,14,0.9,26,18,7637.51,36,3053.14
3045,25,0.15,0.11,14,0.9,26,13,7635.38,36,3052.48
3046,24,0.1,0.05,2,0.9,27,23,9337.49,366,2858.24
3047,24,0.1,0.05,2,0.9,27,28,9816.83,191.5,3003.22
3048,24,0.1,0.08,8,0.8,27,18,8115.34,350,2887.72
3049,24,0.1,0.08,8,0.8,27,13,8113.82,352,2887.24
3050,24,0.1,0.08,8,0.8,27,28,8676.2,206.5,3056.18
3051,24,0.1,0.08,8,0.8,27,23,8305.75,337,2942.78
3052,25,0.2,0.11,11,0.8,26,13,8055.29,57.5,2939.89
3053,23,0.2,0.05,5,0.6,26,13,10816.37,595.5,3475.63
3054,26,0.15,0.11,11,0.6,27,28,7194.67,10,2700.67
3055,25,0.2,0.11,11,0.8,26,18,8056.81,58,2940.36
3056,23,0.2,0.05,5,0.6,26,18,10817.18,595.5,3475.89
3057,23,0.2,0.05,5,0.6,26,23,10792.02,573.5,3470.02
3058,26,0.15,0.11,11,0.6,27,18,7015.28,42.5,2647.8
3059,25,0.2,0.11,11,0.8,26,23,8250.33,54,2995.71
3060,23,0.2,0.05,5,0.6,26,28,10962.72,522,3522.68
3061,25,0.2,0.11,11,0.8,26,28,8609.1,6,3104.95
3062,26,0.15,0.11,11,0.6,27,23,7019.76,31,2649.9
3063,24,0.1,0.05,2,0.9,27,13,9028.45,379.5,2767.28
3064,24,0.1,0.05,2,0.9,27,18,9030.28,378,2767.82
3065,26,0.15,0.11,11,0.6,27,13,7014.55,42,2647.59
3066,23,0.2,0.08,5,0.9,26,28,10347.04,439.5,3339.96
3067,23,0.2,0.08,5,0.9,26,23,9832.1,567.5,3173.27
3068,23,0.2,0.08,5,0.9,26,18,9510.66,579,3075.94
3069,23,0.2,0.08,5,0.9,26,13,9508.46,580.5,3075.24
3070,24,0.15,0.08,5,0.7,27,23,8520.33,383.5,2774.33
3071,24,0.15,0.08,2,0.9,25,18,8180.37,422.5,2482.46
3072,24,0.15,0.08,2,0.9,25,13,8178.4,423,2481.87
3073,24,0.15,0.08,5,0.7,27,18,8454.85,407,2754.68
3074,24,0.15,0.08,5,0.7,27,28,8766.53,264.5,2848.98
3075,26,0.15,0.14,11,0.9,27,13,6577.43,15.5,2524.68
3076,24,0.15,0.08,5,0.7,27,13,8453.74,407.5,2754.34
3077,24,0.15,0.08,2,0.9,25,28,9024.34,216,2735.94
3078,24,0.15,0.08,2,0.9,25,23,8541.7,424,2587.78
3079,25,0.2,0.11,5,0.7,27,18,7766.68,132,2471.98
3080,25,0.2,0.11,5,0.7,27,13,7765.61,132.5,2471.67
3081,25,0.2,0.11,5,0.7,27,28,8083.74,49,2565.11
3082,25,0.2,0.11,5,0.7,27,23,7843.07,117.5,2493.98
3083,24,0.2,0.08,2,0.6,27,23,8769.96,446.5,2612.49
3084,24,0.2,0.08,2,0.6,27,28,8939.27,345,2662.72
3085,24,0.2,0.08,2,0.6,27,13,8780.68,482.5,2615.22
3086,24,0.2,0.08,2,0.6,27,18,8781.52,481.5,2615.47
3087,26,0.2,0.14,8,0.8,27,18,6987.9,42.5,2413.87
3088,26,0.2,0.14,8,0.8,27,13,6986.53,42.5,2413.47
3089,25,0.1,0.05,5,0.8,25,13,8562.17,126,2779.13
3090,25,0.1,0.05,5,0.8,25,23,8732.57,111.5,2827.36
3091,25,0.1,0.05,5,0.8,25,18,8563.39,126,2779.48
3092,23,0.1,0.05,14,0.9,27,13,10439.24,488.5,4021.23
3093,23,0.1,0.05,14,0.9,27,18,10441.3,488.5,4021.92
