ID,P0,P1,P2,P3,P4,P5,P6,v1,v2,v3
19590,25,0.05,0.11,11,0.8,26,28,7279.58,6,2827.43
19591,24,0.2,0.05,8,0.8,25,18,10305.15,315.5,3451.9
19592,24,0.2,0.05,8,0.8,25,23,10467.55,295,3499.51
19593,25,0.05,0.11,11,0.8,26,18,6695.07,58,2654.44
19594,25,0.05,0.11,11,0.8,26,23,6954.56,54,2728.69
19595,25,0.05,0.11,11,0.8,26,13,6693.52,57.5,2653.98
19596,22,0.2,0.14,11,0.9,25,28,10284.42,588,3797.24
19597,22,0.2,0.14,11,0.9,25,23,9636.53,682.5,3582.7
19598,26,0.2,0.11,5,0.9,27,13,7113.13,64.5,2258.26
19599,22,0.2,0.14,11,0.9,25,18,9323.06,686.5,3480.32
19600,26,0.2,0.11,5,0.9,27,23,7493.12,63,2364.97
19601,22,0.2,0.14,11,0.9,25,13,9320.23,686.5,3479.32
19602,26,0.2,0.11,5,0.9,27,18,7114.87,64.5,2258.75
19603,24,0.1,0.11,11,0.8,25,28,8180.78,191.5,3108.28
19604,24,0.1,0.11,11,0.8,25,23,7804.86,316.5,2994.46
19605,24,0.1,0.11,11,0.8,25,18,7607.36,321,2932.32
19606,24,0.1,0.11,11,0.8,25,13,7605.67,321,2931.79
19607,26,0.2,0.11,5,0.9,27,28,7947.35,2.5,2497.49
19608,26,0.2,0.08,2,0.8,26,13,7652.65,104,2222.82
19609,26,0.2,0.08,2,0.8,26,18,7653.82,103.5,2223.15
19610,26,0.2,0.08,2,0.8,26,23,7836.09,92,2274.22
19611,23,0.15,0.14,14,0.9,26,23,8708.98,478,3471.59
19612,26,0.2,0.08,2,0.8,26,28,8144.56,40,2362.64
19613,23,0.15,0.14,14,0.9,26,28,9292.63,365.5,3661.88
19614,23,0.15,0.14,14,0.9,26,13,8346.62,482.5,3361.65
19615,23,0.15,0.14,14,0.9,26,18,8349.25,482.5,3362.55
19616,22,0.05,0.14,5,0.8,25,18,7620.58,747.5,2699.92
19617,22,0.05,0.14,5,0.8,25,13,7618.62,747.5,2699.24
19618,22,0.05,0.14,5,0.8,25,28,8279.75,646,2911.85
19619,22,0.05,0.14,5,0.8,25,23,7922.41,731,2788.72
19620,23,0.1,0.05,5,0.6,28,28,10123.3,521.5,3346.33
19621,23,0.1,0.05,5,0.6,28,23,9943.58,573.5,3291.78
19622,23,0.1,0.05,5,0.6,28,18,9983.57,595.5,3300.76
19623,23,0.1,0.05,5,0.6,28,13,9982.77,595.5,3300.51
19624,23,0.15,0.08,11,0.6,25,28,9527.41,468.5,3524.29
19625,22,0.1,0.14,2,0.7,25,23,7946.3,761.5,2572.6
19626,22,0.1,0.14,2,0.7,25,18,7844.34,772.5,2536.67
19627,22,0.1,0.14,2,0.7,25,28,8213.78,704.5,2656.77
19628,22,0.1,0.14,2,0.7,25,13,7842.76,772.5,2536.13
19629,23,0.15,0.08,11,0.6,25,13,9338.86,547.5,3461.14
19630,23,0.15,0.08,11,0.6,25,18,9339.86,547,3461.47
19631,23,0.15,0.08,11,0.6,25,23,9336.94,523,3463.88
19632,25,0.2,0.08,14,0.8,25,28,9363.53,7.5,3517.75
19633,25,0.2,0.08,14,0.8,25,18,8828.17,48.5,3357.34
19634,25,0.2,0.08,14,0.8,25,23,9009.68,38,3409.55
19635,25,0.2,0.08,14,0.8,25,13,8826.71,48,3356.9
19636,26,0.05,0.14,5,0.9,26,28,6273.44,0,2123.92
19637,26,0.05,0.14,5,0.9,26,23,5850.3,57,2002.57
19638,26,0.05,0.14,5,0.9,26,18,5356.13,58,1862.62
19639,26,0.05,0.14,5,0.9,26,13,5354.3,58,1862.1
19640,25,0.15,0.08,14,0.9,27,23,8593.52,37,3326.97
19641,25,0.15,0.08,14,0.9,27,18,8241.56,45,3227.51
19642,25,0.15,0.08,14,0.9,27,13,8239.46,45,3226.88
19643,24,0.05,0.08,5,0.8,26,18,7629.86,388.5,2580.18
19644,24,0.05,0.08,5,0.8,26,23,7850.97,374,2645.57
19645,24,0.05,0.08,5,0.8,26,13,7628.39,388.5,2579.73
19646,24,0.05,0.08,5,0.8,26,28,8175.99,224.5,2743.63
19647,26,0.05,0.14,14,0.8,28,18,5941.81,9,2603.03
19648,26,0.05,0.14,14,0.8,28,13,5940.28,9,2602.57
19649,22,0.15,0.11,14,0.8,28,18,9494.08,680.5,3788.23
19650,22,0.15,0.11,14,0.8,28,23,9686.35,667.5,3848.74
19651,22,0.15,0.11,14,0.8,28,28,10109.66,597.5,3995.52
19652,22,0.15,0.11,14,0.8,28,13,9491.99,681,3787.48
19653,26,0.1,0.14,11,0.7,28,13,6225.31,29.5,2457.9
19654,26,0.1,0.14,11,0.7,28,18,6226.46,29.5,2458.24
19655,26,0.1,0.14,11,0.7,28,23,6308.92,17,2486.77
19656,24,0.05,0.08,14,0.7,28,28,8497.83,194.5,3418.67
19657,24,0.05,0.08,14,0.7,28,18,8158.19,303,3312.55
19658,24,0.05,0.08,14,0.7,28,23,8227.79,286.5,3336.43
19659,24,0.05,0.08,14,0.7,28,13,8157.03,303,3312.18
19660,24,0.2,0.05,14,0.7,27,13,10645.19,273,3937.53
19661,24,0.2,0.05,14,0.7,27,18,10646.21,272.5,3937.85
19662,24,0.1,0.08,11,0.6,28,28,8439.42,241,3177.9
19663,24,0.2,0.05,14,0.7,27,23,10697.74,256,3954.64
19664,24,0.1,0.08,11,0.6,28,23,8246.98,321,3119.94
19665,24,0.2,0.05,14,0.7,27,28,10942.63,164.5,4030.72
19666,24,0.1,0.08,11,0.6,28,18,8260.35,344.5,3121.07
19667,25,0.15,0.08,14,0.9,27,28,9096.9,3,3481.22
19668,24,0.1,0.08,11,0.6,28,13,8259.47,344.5,3120.79
19669,26,0.15,0.08,2,0.9,28,13,7072.61,100.5,2094.09
19670,26,0.15,0.08,2,0.9,28,23,7440.31,91,2196.34
19671,22,0.15,0.11,8,0.9,26,23,9368.57,703,3358.68
19672,26,0.15,0.08,2,0.9,28,18,7074.22,100.5,2094.54
19673,22,0.15,0.11,8,0.9,26,28,9958.39,603,3554.09
19674,22,0.15,0.11,8,0.9,26,13,9018.54,709,3246.27
19675,26,0.15,0.08,2,0.9,28,28,7878.5,21,2322.36
19676,22,0.15,0.11,8,0.9,26,18,9021.18,709,3247.19
19677,26,0.1,0.14,5,0.8,26,28,6437.95,5.5,2137.32
19678,26,0.1,0.14,5,0.8,26,23,6120.86,56.5,2051.48
19679,26,0.1,0.14,5,0.8,26,18,5901.72,60.5,1983.85
19680,26,0.1,0.14,5,0.8,26,13,5900.4,60.5,1983.47
19681,24,0.1,0.11,5,0.8,27,28,7831.96,237,2616.92
19682,24,0.1,0.11,5,0.8,27,23,7474.98,398,2512.69
19683,24,0.1,0.11,5,0.8,27,18,7275.89,408,2449.06
19684,24,0.1,0.11,5,0.8,27,13,7274.3,409,2448.58
19685,22,0.2,0.11,5,0.8,26,28,10099.98,650,3338.89
19686,22,0.2,0.11,5,0.8,26,18,9512.38,747,3145.75
19687,22,0.2,0.11,5,0.8,26,23,9704.21,727.5,3205.26
19688,22,0.2,0.11,5,0.8,26,13,9510.42,747.5,3145.08
19689,25,0.1,0.14,2,0.9,26,18,6122.22,148,1883.01
19690,26,0.05,0.14,5,0.9,28,28,6276.42,0,2124.55
19691,24,0.15,0.11,2,0.7,27,28,7973.86,319,2421.63
19692,25,0.1,0.14,2,0.9,26,23,6551.53,168.5,2012.73
19693,26,0.05,0.14,5,0.9,28,23,5851.86,57,2002.9
19694,26,0.05,0.14,5,0.9,28,18,5357.03,58,1862.81
19695,24,0.15,0.11,2,0.7,27,23,7725.62,465.5,2346.89
19696,24,0.15,0.11,2,0.7,27,18,7650.57,487.5,2324.75
19697,26,0.05,0.14,5,0.9,28,13,5355.2,58,1862.29
19698,25,0.1,0.14,2,0.9,26,13,6120.26,149.5,1882.44
19699,25,0.1,0.14,2,0.9,26,28,6977.42,21,2138.23
19700,24,0.15,0.11,2,0.7,27,13,7649.39,487.5,2324.4
19701,24,0.05,0.05,8,0.6,26,28,9227.14,235.5,3236.88
19702,24,0.05,0.05,8,0.6,26,23,9050.45,323,3184.54
19703,24,0.05,0.05,8,0.6,26,18,9085.22,344,3192.57
19704,24,0.05,0.05,8,0.6,26,13,9084.56,344.5,3192.36
19705,23,0.1,0.11,11,0.9,26,18,8091.22,514.5,3133.29
19706,23,0.1,0.11,11,0.9,26,23,8539.36,507,3262.96
19707,23,0.1,0.11,11,0.9,26,13,8088.74,514.5,3132.46
19708,23,0.1,0.11,11,0.9,26,28,9041.64,387.5,3429.96
19709,25,0.05,0.08,5,0.7,25,28,7369.36,58,2463.26
19710,25,0.05,0.08,5,0.7,25,23,7122.67,109,2391.73
19711,25,0.05,0.08,5,0.7,25,18,7061.83,127.5,2373.88
19712,25,0.05,0.08,5,0.7,25,13,7060.83,127.5,2373.59
19713,23,0.15,0.11,8,0.8,26,28,9090.94,438,3201.14
19714,23,0.15,0.11,8,0.8,26,23,8704.15,544.5,3075.7
19715,23,0.15,0.11,8,0.8,26,18,8513.19,553,3018.11
19716,25,0.05,0.05,2,0.6,25,28,8235.13,115.5,2517.02
19717,23,0.15,0.11,8,0.8,26,13,8511.38,554,3017.52
19718,25,0.05,0.05,2,0.6,25,18,8109.42,172.5,2480.92
19719,25,0.05,0.05,2,0.6,25,23,8070.48,150.5,2470.41
19720,25,0.05,0.05,2,0.6,25,13,8108.82,173,2480.74
19721,22,0.1,0.14,11,0.6,27,28,8562.47,651.5,3352.91
19722,22,0.1,0.14,11,0.6,27,18,8335.11,722,3271.27
19723,22,0.1,0.14,11,0.6,27,23,8340.03,701.5,3279.37
19724,22,0.1,0.14,11,0.6,27,13,8333.78,721.5,3270.79
19725,26,0.05,0.05,14,0.9,25,28,8798.02,5,3405.59
19726,26,0.05,0.05,14,0.9,25,13,8014.89,42.5,3180.53
19727,26,0.05,0.05,14,0.9,25,18,8016.53,43.5,3181
19728,26,0.05,0.05,14,0.9,25,23,8326.78,33,3268.13
19729,24,0.2,0.08,14,0.9,26,18,9380.91,275,3563.16
19730,26,0.1,0.05,11,0.8,25,18,8220.44,56.5,3026.3
19731,24,0.2,0.08,14,0.9,26,13,9378.75,275.5,3562.47
19732,26,0.1,0.05,11,0.8,25,13,8219.29,56.5,3025.97
19733,26,0.1,0.05,11,0.8,25,28,8703.98,17.5,3165.19
19734,24,0.2,0.08,14,0.9,26,28,10219.82,140.5,3822.36
19735,26,0.1,0.05,11,0.8,25,23,8381.99,46.5,3071.96
19736,24,0.2,0.08,14,0.9,26,23,9699.06,280.5,3656.34
19737,22,0.1,0.05,11,0.7,25,13,11179.62,695,4138
19738,22,0.1,0.05,11,0.7,25,28,11495.6,625.5,4245.97
19739,22,0.1,0.05,11,0.7,25,18,11180.83,695,4138.43
19740,22,0.1,0.05,11,0.7,25,23,11224,673.5,4156.16
19741,26,0.2,0.08,8,0.7,27,28,8250.13,20,2774.42
19742,26,0.2,0.08,8,0.7,27,18,7954.72,61.5,2689.45
19743,26,0.2,0.08,8,0.7,27,23,8020.8,52.5,2708.16
19744,26,0.2,0.08,8,0.7,27,13,7953.81,61.5,2689.19
19745,22,0.15,0.05,8,0.6,25,18,11328.8,726,3950.57
19746,22,0.15,0.05,8,0.6,25,13,11327.88,726,3950.25
19747,24,0.15,0.11,11,0.6,28,13,8078.22,357.5,3026.45
19748,24,0.15,0.11,11,0.6,28,18,8079.24,357.5,3026.77
19749,24,0.15,0.11,11,0.6,28,23,8087.08,337,3031.22
19750,24,0.15,0.11,11,0.6,28,28,8276.63,250,3089.56
19751,22,0.15,0.05,8,0.6,25,28,11480.16,660.5,4004.99
19752,22,0.15,0.05,8,0.6,25,23,11290.71,702.5,3944.45
19753,23,0.15,0.08,11,0.6,27,18,9339.86,547,3461.47
19754,23,0.15,0.08,11,0.6,27,23,9336.94,523,3463.88
19755,23,0.15,0.08,11,0.6,27,28,9527.41,468.5,3524.29
19756,24,0.1,0.11,11,0.8,26,28,8180.78,191.5,3108.28
19757,24,0.1,0.11,11,0.8,26,23,7804.86,316.5,2994.46
19758,24,0.1,0.11,11,0.8,26,18,7607.36,321,2932.32
19759,24,0.1,0.11,11,0.8,26,13,7605.67,321,2931.79
19760,23,0.15,0.08,11,0.6,27,13,9338.86,547.5,3461.14
19761,24,0.15,0.11,8,0.7,26,13,7958.55,382,2798.85
19762,24,0.15,0.11,8,0.7,26,18,7959.78,381,2799.23
19763,24,0.15,0.11,8,0.7,26,23,8038.26,359,2823.11
19764,24,0.15,0.11,8,0.7,26,28,8298.69,242.5,2903.28
19765,26,0.05,0.11,8,0.7,27,28,6354.64,10.5,2334.46
19766,26,0.05,0.11,8,0.7,27,13,6024.73,52.5,2240.5
19767,26,0.05,0.11,8,0.7,27,18,6025.72,53.5,2240.78
19768,26,0.05,0.11,8,0.7,27,23,6132.97,44.5,2272.98
19769,24,0.2,0.14,8,0.7,28,18,8067.17,385.5,2785.9
19770,26,0.1,0.11,5,0.6,27,18,6255.24,82,2084.52
19771,24,0.2,0.14,8,0.7,28,13,8065.81,386,2785.48
19772,26,0.1,0.11,5,0.6,27,13,6254.59,81.5,2084.33
19773,26,0.1,0.11,5,0.6,27,28,6423.15,43.5,2131.96
19774,24,0.2,0.14,8,0.7,28,28,8417.96,250,2893.97
19775,24,0.2,0.14,8,0.7,28,23,8153.4,368,2811.97
19776,26,0.1,0.11,5,0.6,27,23,6255.69,72,2084.57
19777,25,0.1,0.05,11,0.9,25,13,8802.27,77.5,3229.93
19778,25,0.1,0.05,11,0.9,25,18,8804.02,78,3230.45
19779,25,0.1,0.05,11,0.9,25,23,9104.83,69,3317.24
19780,25,0.1,0.05,11,0.9,25,28,9588.61,22.5,3461.59
19781,25,0.15,0.05,8,0.8,25,13,9146.87,103,3104.69
19782,25,0.15,0.05,8,0.8,25,18,9148.06,103,3105.04
19783,25,0.15,0.05,8,0.8,25,23,9308.92,92,3151.29
19784,25,0.15,0.05,8,0.8,25,28,9634.64,49,3248.03
19785,25,0.05,0.08,14,0.6,28,23,7494.16,46.5,3075.13
19786,25,0.05,0.08,14,0.6,28,18,7504.79,59.5,3075.74
19787,25,0.05,0.08,14,0.6,28,13,7504.01,59,3075.5
19788,26,0.2,0.08,14,0.7,26,28,8565.46,5,3249.72
19789,25,0.05,0.08,8,0.7,25,28,7531.95,42.5,2701.91
19790,26,0.2,0.08,14,0.7,26,23,8325.03,23,3178.83
19791,26,0.2,0.08,14,0.7,26,18,8256.27,33.5,3158.71
19792,26,0.2,0.08,14,0.7,26,13,8255.33,33.5,3158.43
19793,25,0.05,0.08,14,0.6,28,28,7684.42,28,3131.33
19794,25,0.05,0.08,8,0.7,25,13,7216.38,97,2609.19
19795,25,0.05,0.08,8,0.7,25,23,7279.74,83,2628.08
19796,25,0.05,0.08,8,0.7,25,18,7217.38,96.5,2609.49
19797,24,0.1,0.14,11,0.9,27,23,7515.28,323.5,2906.73
19798,24,0.1,0.14,11,0.9,27,28,8008.73,172,3063.69
19799,24,0.1,0.14,11,0.9,27,13,7099.05,312,2783.44
19800,24,0.1,0.14,11,0.9,27,18,7101.42,312.5,2784.19
19801,23,0.05,0.08,5,0.9,25,18,8170.97,579,2794.48
19802,25,0.1,0.08,5,0.6,25,18,7360.61,143,2433.15
19803,23,0.05,0.08,5,0.9,25,13,8168.83,580.5,2793.79
19804,25,0.1,0.08,5,0.6,25,13,7359.86,143,2432.93
19805,23,0.05,0.08,5,0.9,25,28,9053.9,439.5,3068.23
19806,25,0.1,0.08,5,0.6,25,28,7520.59,73.5,2479.75
19807,23,0.05,0.08,5,0.9,25,23,8594.25,567.5,2918.94
19808,25,0.1,0.08,5,0.6,25,23,7350.37,117,2430.49
19809,23,0.2,0.11,8,0.6,28,23,9028.6,557,3124.15
19810,23,0.2,0.11,8,0.6,28,18,9023.27,585,3119.98
19811,24,0.15,0.14,8,0.8,27,13,7529.54,365,2672.37
19812,23,0.2,0.11,8,0.6,28,13,9022.14,585,3119.62
19813,24,0.15,0.14,8,0.8,27,28,8107.62,214.5,2848.95
19814,24,0.15,0.14,8,0.8,27,18,7531.23,365,2672.9
19815,24,0.15,0.14,8,0.8,27,23,7707.66,360.5,2732.59
19816,23,0.2,0.11,8,0.6,28,28,9219.1,498.5,3184.42
19817,23,0.1,0.08,2,0.8,25,23,8633.51,605.5,2709.39
19818,23,0.1,0.08,2,0.8,25,18,8443.96,627,2653.39
19819,23,0.2,0.05,5,0.9,28,28,11568.39,442,3712.12
19820,23,0.1,0.08,2,0.8,25,28,9005.77,501.5,2825.78
19821,23,0.2,0.05,5,0.9,28,23,11073.89,552.5,3553.26
19822,23,0.2,0.05,5,0.9,28,18,10776.92,570.5,3463.23
19823,23,0.2,0.05,5,0.9,28,13,10774.94,570.5,3462.61
19824,23,0.1,0.08,2,0.8,25,13,8442.37,628,2652.88
19825,22,0.05,0.11,5,0.6,26,23,8110.22,745,2850.62
19826,22,0.05,0.11,5,0.6,26,28,8302.13,698.5,2911.49
19827,22,0.05,0.11,5,0.6,26,13,8106.55,761.5,2844.02
19828,22,0.05,0.11,5,0.6,26,18,8107.75,761.5,2844.44
19829,22,0.1,0.05,2,0.7,28,13,10658.9,750.5,3395.11
19830,22,0.1,0.05,2,0.7,28,18,10660.05,750.5,3395.5
19831,22,0.1,0.05,2,0.7,28,23,10697.94,734,3409.72
19832,22,0.1,0.05,2,0.7,28,28,10959.87,685.5,3493.48
19833,24,0.1,0.11,2,0.9,25,18,7018.63,444,2182.61
19834,24,0.1,0.11,2,0.9,25,13,7016.55,445,2181.98
19835,24,0.1,0.11,2,0.9,25,28,7868.87,224.5,2439.01
19836,24,0.1,0.11,2,0.9,25,23,7423.34,453,2305.89
19837,25,0.2,0.05,14,0.6,26,28,10075.14,46.5,3720.37
19838,25,0.2,0.05,14,0.6,26,13,9925.11,76,3674.09
19839,25,0.2,0.05,14,0.6,26,23,9907.24,64,3670.42
19840,25,0.2,0.05,14,0.6,26,18,9925.76,76.5,3674.29
19841,23,0.05,0.14,5,0.7,26,28,7419.83,501,2578.46
19842,23,0.05,0.14,5,0.7,26,18,7040.95,615.5,2458.97
19843,23,0.05,0.14,5,0.7,26,23,7182.67,584.5,2502.34
19844,23,0.05,0.14,5,0.7,26,13,7039.51,615.5,2458.51
19845,22,0.15,0.08,14,0.7,25,23,10335.5,671,4049.11
19846,22,0.15,0.08,14,0.7,25,28,10632.17,613,4148.97
19847,22,0.15,0.08,14,0.7,25,13,10265.9,688.5,4022.68
19848,22,0.15,0.08,14,0.7,25,18,10267.38,688.5,4023.21
19849,24,0.05,0.05,14,0.6,25,13,9415.78,288.5,3674.77
19850,24,0.05,0.05,14,0.6,25,18,9416.5,288.5,3675
19851,24,0.05,0.05,14,0.6,25,23,9386.58,265.5,3669.62
19852,24,0.05,0.05,14,0.6,25,28,9568.87,194,3724.71
19853,23,0.2,0.11,14,0.6,27,13,9369.71,520.5,3615.16
19854,23,0.2,0.11,14,0.6,27,18,9370.86,520,3615.55
19855,23,0.2,0.11,14,0.6,27,23,9383.31,501,3623.67
19856,23,0.2,0.11,14,0.6,27,28,9582.98,446,3688.5
19857,22,0.1,0.05,5,0.7,28,23,10868.94,712.5,3655.87
19858,22,0.1,0.05,5,0.7,28,28,11132.68,660.5,3741.31
19859,22,0.1,0.05,5,0.7,28,13,10828.13,737,3640.18
19860,22,0.1,0.05,5,0.7,28,18,10829.31,737,3640.58
19861,22,0.05,0.05,5,0.8,28,28,10973.46,640.5,3731.82
19862,22,0.2,0.08,8,0.6,25,13,10375.1,732.5,3608.96
19863,22,0.05,0.05,5,0.8,28,23,10598.76,705,3607.96
19864,22,0.2,0.08,8,0.6,25,18,10376.2,732.5,3609.34
19865,22,0.2,0.08,8,0.6,25,23,10372.71,714.5,3612.31
19866,22,0.05,0.05,5,0.8,28,18,10460.38,730.5,3562.91
19867,22,0.2,0.08,8,0.6,25,28,10564.74,674,3675.46
19868,22,0.05,0.05,5,0.8,28,13,10458.84,730.5,3562.38
19869,22,0.15,0.05,2,0.6,28,28,11128.58,704.5,3507.04
19870,23,0.15,0.11,14,0.7,27,18,8879.83,511,3518.53
19871,22,0.15,0.05,2,0.6,28,18,10985.99,755.5,3458.36
19872,22,0.15,0.05,2,0.6,28,23,10942.55,743.5,3449.12
19873,23,0.15,0.11,14,0.7,27,13,8878.34,510.5,3518.03
19874,23,0.15,0.11,14,0.7,27,28,9247.8,420,3639.77
19875,22,0.15,0.05,2,0.6,28,13,10985.1,755.5,3458.05
19876,23,0.15,0.11,14,0.7,27,23,8962.82,492.5,3546.44
19877,24,0.2,0.05,5,0.8,28,28,10644.07,200,3363.16
19878,24,0.2,0.05,5,0.8,28,13,10149.05,351,3214.02
19879,24,0.2,0.05,5,0.8,28,18,10150.42,350,3214.43
19880,24,0.2,0.05,5,0.8,28,23,10312.27,331,3261.79
19881,25,0.05,0.11,5,0.9,25,13,6279.19,101,2150.98
19882,23,0.1,0.11,8,0.9,26,13,7935.56,543,2888.94
19883,23,0.1,0.11,8,0.9,26,18,7937.93,542,2889.72
19884,23,0.1,0.11,8,0.9,26,23,8362.36,540.5,3015.93
19885,23,0.1,0.11,8,0.9,26,28,8851.51,407,3175.87
19886,24,0.2,0.05,14,0.7,26,13,10645.19,273,3937.53
19887,24,0.2,0.05,14,0.7,26,18,10646.21,272.5,3937.85
19888,24,0.2,0.05,14,0.7,26,23,10697.74,256,3954.64
19889,24,0.2,0.05,14,0.7,26,28,10942.63,164.5,4030.72
19890,25,0.05,0.11,5,0.9,25,28,7176.61,14,2413.24
19891,25,0.05,0.11,5,0.9,25,23,6744.67,112,2284.62
19892,25,0.05,0.11,5,0.9,25,18,6281.15,100.5,2151.55
19893,22,0.1,0.08,2,0.9,28,23,9439.66,739,3025.57
19894,26,0.15,0.05,11,0.7,25,28,8969.54,27.5,3206.33
19895,22,0.1,0.08,2,0.9,28,28,9950.69,640,3194.94
19896,26,0.15,0.05,11,0.7,25,23,8746,51.5,3141.72
19897,26,0.15,0.05,11,0.7,25,18,8696.79,60,3127.55
19898,26,0.15,0.05,11,0.7,25,13,8695.99,59,3127.32
19899,22,0.1,0.08,2,0.9,28,13,9052.32,752.5,2905.58
19900,22,0.1,0.08,2,0.9,28,18,9054.62,752.5,2906.36
19901,26,0.2,0.05,8,0.6,25,18,8979.75,83,2982.22
19902,26,0.2,0.05,8,0.6,25,23,8955.69,72,2975.54
19903,26,0.2,0.05,8,0.6,25,28,9111.1,52,3019.81
19904,25,0.2,0.11,14,0.9,27,13,8128.96,36,3156.07
19905,26,0.2,0.05,8,0.6,25,13,8979.24,83,2982.08
19906,26,0.2,0.11,8,0.9,26,28,8101.23,0,2733.62
19907,26,0.2,0.11,8,0.9,26,23,7636.15,37,2596.67
19908,26,0.2,0.11,8,0.9,26,18,7260.87,47,2491.59
19909,26,0.2,0.11,8,0.9,26,13,7259.06,47,2491.07
19910,22,0.1,0.08,11,0.8,26,28,10282.08,606.5,3882.67
19911,22,0.1,0.08,11,0.8,26,23,9871.19,682,3743.32
19912,22,0.1,0.08,11,0.8,26,18,9679.8,698.5,3684.15
19913,22,0.1,0.08,11,0.8,26,13,9677.93,698.5,3683.49
19914,22,0.15,0.08,8,0.7,26,28,10243.52,649.5,3631.68
19915,22,0.15,0.08,8,0.7,26,13,9892.41,726.5,3514.02
19916,22,0.15,0.08,8,0.7,26,23,9956.91,707.5,3537.35
19917,22,0.15,0.08,8,0.7,26,18,9893.83,726.5,3514.51
19918,26,0.05,0.08,2,0.6,26,18,6319.44,121.5,1942.05
19919,26,0.05,0.08,2,0.6,26,13,6318.8,122,1941.87
19920,26,0.05,0.08,2,0.6,26,28,6466.08,69.5,1982.62
19921,26,0.05,0.08,2,0.6,26,23,6299,104.5,1936.41
19922,22,0.05,0.14,11,0.7,28,28,8418.5,629.5,3347.9
19923,25,0.2,0.05,14,0.6,27,28,10075.14,46.5,3720.37
19924,25,0.2,0.05,14,0.6,27,23,9907.24,64,3670.42
19925,22,0.05,0.14,11,0.7,28,23,8153.21,693.5,3254.48
19926,22,0.05,0.14,11,0.7,28,18,8009.63,712,3210.02
19927,22,0.05,0.14,11,0.7,28,13,8007.99,712,3209.43
19928,25,0.2,0.05,14,0.6,27,18,9925.76,76.5,3674.29
19929,25,0.2,0.05,14,0.6,27,13,9925.11,76,3674.09
19930,25,0.15,0.14,2,0.8,26,13,6710.61,169,2014.75
19931,25,0.15,0.14,2,0.8,26,23,6888.18,170,2075.19
19932,25,0.15,0.14,2,0.8,26,18,6712.07,167.5,2015.17
19933,25,0.15,0.14,2,0.8,26,28,7252.99,44.5,2173.08
19934,24,0.05,0.11,11,0.9,26,13,7168.35,306.5,2833.23
19935,24,0.05,0.11,11,0.9,26,23,7632.62,313.5,2965.18
19936,24,0.05,0.11,11,0.9,26,18,7170.57,305,2833.94
19937,24,0.05,0.11,11,0.9,26,28,8109.98,166,3117.31
19938,25,0.05,0.08,8,0.7,26,28,7534.28,42.5,2702.41
19939,25,0.05,0.08,8,0.7,26,23,7281.09,83,2628.37
19940,25,0.05,0.08,8,0.7,26,18,7218.37,96.5,2609.7
19941,25,0.05,0.08,8,0.7,26,13,7217.37,97,2609.4
19942,25,0.2,0.05,8,0.7,25,13,9656.33,108,3212.99
19943,24,0.1,0.14,11,0.9,28,18,7101.42,312.5,2784.19
19944,25,0.1,0.08,5,0.6,26,28,7521.97,73.5,2480.05
19945,24,0.1,0.14,11,0.9,28,23,7515.28,323.5,2906.73
19946,24,0.1,0.14,11,0.9,28,13,7099.05,312,2783.44
19947,25,0.1,0.08,5,0.6,26,13,7360.32,143,2433.03
19948,25,0.2,0.14,8,0.6,28,23,7494.46,99,2584.39
19949,25,0.2,0.14,8,0.6,28,28,7673.86,39,2637.64
19950,25,0.2,0.14,8,0.6,28,13,7483.41,112.5,2580.31
19951,25,0.1,0.08,5,0.6,26,23,7351.44,117,2430.71
19952,25,0.2,0.14,8,0.6,28,18,7484.35,113,2580.59
19953,25,0.1,0.08,5,0.6,26,18,7361.07,143,2433.25
19954,25,0.2,0.05,8,0.7,25,28,9930.58,62,3294.02
19955,25,0.2,0.05,8,0.7,25,23,9704.23,95,3227.14
19956,25,0.2,0.05,8,0.7,25,18,9657.17,108,3213.24
19957,24,0.2,0.11,2,0.6,26,13,8129.31,511.5,2421.11
19958,24,0.15,0.14,8,0.8,28,23,7707.66,360.5,2732.59
19959,24,0.15,0.14,8,0.8,28,28,8107.62,214.5,2848.95
19960,22,0.2,0.14,14,0.8,28,28,10233.2,596,3977.36
19961,24,0.2,0.11,2,0.6,26,18,8130.3,510.5,2421.41
19962,24,0.15,0.14,8,0.8,28,13,7529.54,365,2672.37
19963,24,0.15,0.14,8,0.8,28,18,7531.23,365,2672.9
19964,24,0.2,0.11,2,0.6,26,23,8130.22,479.5,2421.8
19965,24,0.2,0.11,2,0.6,26,28,8303.95,358,2473.47
19966,23,0.1,0.08,11,0.7,26,13,8972.31,533.5,3389.62
19967,23,0.1,0.08,11,0.7,26,18,8973.6,533,3390.05
19968,22,0.2,0.14,14,0.8,28,13,9601.95,680,3764.41
19969,25,0.2,0.11,14,0.9,27,18,8131.09,36,3156.72
19970,25,0.2,0.11,14,0.9,27,23,8496.72,35,3259.37
19971,23,0.1,0.08,11,0.7,26,23,9038.56,517,3412.22
19972,25,0.2,0.11,14,0.9,27,28,9008.99,0,3417.99
19973,22,0.2,0.14,14,0.8,28,23,9805.25,666.5,3828.04
19974,23,0.1,0.08,11,0.7,26,28,9317.18,442.5,3500.84
19975,22,0.2,0.14,14,0.8,28,18,9604.15,680,3765.2
19976,23,0.15,0.08,8,0.6,26,18,9170.27,582,3216.32
19977,23,0.15,0.08,8,0.6,26,23,9164.3,553.5,3217.02
